province,district,year,month,precip_mm,sunshine_hours_month
Malatya,Darende,2023,4,86.4,302.0
Malatya,Darende,2023,5,49.3,368.0
Malatya,Darende,2023,6,23.1,407.0
Malatya,Darende,2023,7,1.4,432.0
Malatya,Darende,2023,8,9.4,394.0
Malatya,Darende,2023,9,0.5,354.0
Malatya,Darende,2023,10,23.2,303.0
Malatya,Darende,2023,11,56.2,250.0
Malatya,Darende,2023,12,49.2,202.0
Malatya,Darende,2024,1,50.3,172.0
Malatya,Darende,2024,2,38.4,243.0
Malatya,Darende,2024,3,68.0,278.0
Malatya,Darende,2024,4,33.2,337.0
Malatya,Darende,2024,5,43.0,352.0
Malatya,Darende,2024,6,2.9,424.0
Malatya,Darende,2024,7,3.1,424.0
Malatya,Darende,2024,8,1.3,400.0
Malatya,Darende,2024,9,20.6,333.0
Malatya,Darende,2024,10,15.9,318.0
Malatya,Darende,2024,11,54.4,231.0
Malatya,Darende,2024,12,24.6,176.0
Malatya,Doğanyol,2015,1,164.1,213.0
Malatya,Doğanyol,2015,2,121.5,212.0
Malatya,Doğanyol,2015,3,149.1,268.0
Malatya,Doğanyol,2015,4,66.1,324.0
Malatya,Doğanyol,2015,5,50.3,397.0
Malatya,Doğanyol,2015,6,8.1,421.0
Malatya,Doğanyol,2015,7,0.2,431.0
Malatya,Doğanyol,2015,8,2.7,400.0
Malatya,Doğanyol,2015,9,2.5,359.0
Malatya,Doğanyol,2015,10,81.9,288.0
Malatya,Doğanyol,2015,11,35.7,256.0
Malatya,Doğanyol,2015,12,6.5,265.0
Malatya,Doğanyol,2016,1,169.1,171.0
Malatya,Doğanyol,2016,2,100.7,225.0
Malatya,Doğanyol,2016,3,65.7,315.0
Malatya,Doğanyol,2016,4,19.2,373.0
Malatya,Doğanyol,2016,5,55.9,393.0
Malatya,Doğanyol,2016,6,17.7,416.0
Malatya,Doğanyol,2016,7,6.3,426.0
Malatya,Doğanyol,2016,8,2.0,399.0
Malatya,Doğanyol,2016,9,24.3,354.0
Malatya,Doğanyol,2016,10,6.5,316.0
Malatya,Doğanyol,2016,11,49.5,267.0
Malatya,Doğanyol,2016,12,131.3,188.0
Malatya,Doğanyol,2017,1,70.4,219.0
Malatya,Doğanyol,2017,2,5.8,277.0
Malatya,Doğanyol,2017,3,93.5,303.0
Malatya,Doğanyol,2017,4,114.7,342.0
Malatya,Doğanyol,2017,5,72.2,375.0
Malatya,Doğanyol,2017,6,2.2,425.0
Malatya,Doğanyol,2017,7,0.0,427.0
Malatya,Doğanyol,2017,8,1.5,402.0
Malatya,Doğanyol,2017,9,0.5,356.0
Malatya,Doğanyol,2017,10,14.3,299.0
Malatya,Doğanyol,2017,11,69.1,231.0
Malatya,Doğanyol,2017,12,36.3,235.0
Malatya,Doğanyol,2018,1,221.3,163.0
Malatya,Doğanyol,2018,2,77.6,202.0
Malatya,Doğanyol,2018,3,30.8,281.0
Malatya,Doğanyol,2018,4,21.1,336.0
Malatya,Doğanyol,2018,5,105.5,341.0
Malatya,Doğanyol,2018,6,15.2,409.0
Malatya,Doğanyol,2018,7,0.6,424.0
Malatya,Doğanyol,2018,8,0.0,402.0
Malatya,Doğanyol,2018,9,0.1,355.0
Malatya,Doğanyol,2018,10,105.3,268.0
Malatya,Doğanyol,2018,11,76.8,205.0
Malatya,Doğanyol,2018,12,267.0,135.0
Malatya,Doğanyol,2019,1,225.6,132.0
Malatya,Doğanyol,2019,2,66.6,189.0
Malatya,Doğanyol,2019,3,114.8,224.0
Malatya,Doğanyol,2019,4,88.9,275.0
Malatya,Doğanyol,2019,5,26.2,383.0
Malatya,Doğanyol,2019,6,0.9,421.0
Malatya,Doğanyol,2019,7,0.2,423.0
Malatya,Doğanyol,2019,8,0.1,402.0
Malatya,Doğanyol,2019,9,0.4,357.0
Malatya,Doğanyol,2019,10,15.1,310.0
Malatya,Doğanyol,2019,11,26.5,265.0
Malatya,Doğanyol,2019,12,231.3,140.0
Malatya,Doğanyol,2020,1,151.1,166.0
Malatya,Doğanyol,2020,2,77.6,172.0
Malatya,Doğanyol,2020,3,152.4,240.0
Malatya,Doğanyol,2020,4,93.5,310.0
Malatya,Doğanyol,2020,5,83.8,358.0
Malatya,Doğanyol,2020,6,7.6,419.0
Malatya,Doğanyol,2020,7,0.1,425.0
Malatya,Doğanyol,2020,8,0.2,402.0
Malatya,Doğanyol,2020,9,0.4,352.0
Malatya,Doğanyol,2020,10,2.2,321.0
Malatya,Doğanyol,2020,11,72.7,238.0
Malatya,Doğanyol,2020,12,70.4,214.0
Malatya,Doğanyol,2021,1,169.2,200.0
Malatya,Doğanyol,2021,2,18.2,248.0
Malatya,Doğanyol,2021,3,126.5,267.0
Malatya,Doğanyol,2021,4,21.3,341.0
Malatya,Doğanyol,2021,5,4.2,404.0
Malatya,Doğanyol,2021,6,0.2,428.0
Malatya,Doğanyol,2021,7,0.1,426.0
Malatya,Doğanyol,2021,8,1.2,400.0
Malatya,Doğanyol,2021,9,1.7,359.0
Malatya,Doğanyol,2021,10,40.7,298.0
Malatya,Doğanyol,2021,11,33.6,217.0
Malatya,Doğanyol,2021,12,71.1,211.0
Malatya,Doğanyol,2022,1,168.0,119.0
Malatya,Doğanyol,2022,2,71.7,209.0
Malatya,Doğanyol,2022,3,185.2,239.0
Malatya,Doğanyol,2022,4,17.4,337.0
Malatya,Doğanyol,2022,5,84.4,356.0
Malatya,Doğanyol,2022,6,15.4,413.0
Malatya,Doğanyol,2022,7,0.0,430.0
Malatya,Doğanyol,2022,8,0.0,403.0
Malatya,Doğanyol,2022,9,1.8,353.0
Malatya,Doğanyol,2022,10,14.2,304.0
Malatya,Doğanyol,2022,11,118.7,191.0
Malatya,Doğanyol,2022,12,19.0,227.0
Malatya,Doğanyol,2023,1,24.0,221.0
Malatya,Doğanyol,2023,2,116.8,211.0
Malatya,Doğanyol,2023,3,201.4,221.0
Malatya,Doğanyol,2023,4,97.3,300.0
Malatya,Doğanyol,2023,5,37.5,383.0
Malatya,Doğanyol,2023,6,11.4,415.0
Malatya,Doğanyol,2023,7,0.0,429.0
Malatya,Doğanyol,2023,8,6.6,401.0
Malatya,Doğanyol,2023,9,0.0,356.0
Malatya,Doğanyol,2023,10,22.3,308.0
Malatya,Doğanyol,2023,11,194.0,216.0
Malatya,Doğanyol,2023,12,146.9,196.0
Malatya,Doğanyol,2024,1,92.8,143.0
Malatya,Doğanyol,2024,2,90.8,220.0
Malatya,Doğanyol,2024,3,89.3,241.0
Malatya,Doğanyol,2024,4,43.0,342.0
Malatya,Doğanyol,2024,5,69.4,360.0
Malatya,Doğanyol,2024,6,3.3,424.0
Malatya,Doğanyol,2024,7,0.1,424.0
Malatya,Doğanyol,2024,8,0.1,403.0
Malatya,Doğanyol,2024,9,24.5,338.0
Malatya,Doğanyol,2024,10,17.3,318.0
Malatya,Doğanyol,2024,11,61.1,222.0
Malatya,Doğanyol,2024,12,41.1,179.0
Malatya,Doğanşehir,2015,1,162.9,221.0
Malatya,Doğanşehir,2015,2,140.4,233.0
Malatya,Doğanşehir,2015,3,130.1,284.0
Malatya,Doğanşehir,2015,4,61.6,335.0
Malatya,Doğanşehir,2015,5,60.6,397.0
Malatya,Doğanşehir,2015,6,20.0,419.0
Malatya,Doğanşehir,2015,7,0.6,429.0
Malatya,Doğanşehir,2015,8,7.1,401.0
Malatya,Doğanşehir,2015,9,5.9,356.0
Malatya,Doğanşehir,2015,10,60.8,299.0
Malatya,Doğanşehir,2015,11,21.2,266.0
Malatya,Doğanşehir,2015,12,4.5,264.0
Malatya,Doğanşehir,2016,1,170.1,185.0
Malatya,Doğanşehir,2016,2,73.9,245.0
Malatya,Doğanşehir,2016,3,60.5,323.0
Malatya,Doğanşehir,2016,4,25.5,376.0
Malatya,Doğanşehir,2016,5,62.5,390.0
Malatya,Doğanşehir,2016,6,17.7,415.0
Malatya,Doğanşehir,2016,7,4.2,426.0
Malatya,Doğanşehir,2016,8,3.8,402.0
Malatya,Doğanşehir,2016,9,23.2,353.0
Malatya,Doğanşehir,2016,10,5.9,319.0
Malatya,Doğanşehir,2016,11,43.8,266.0
Malatya,Doğanşehir,2016,12,155.1,195.0
Malatya,Doğanşehir,2017,1,104.5,224.0
Malatya,Doğanşehir,2017,2,3.2,275.0
Malatya,Doğanşehir,2017,3,110.0,304.0
Malatya,Doğanşehir,2017,4,82.1,342.0
Malatya,Doğanşehir,2017,5,98.3,366.0
Malatya,Doğanşehir,2017,6,3.8,423.0
Malatya,Doğanşehir,2017,7,0.0,428.0
Malatya,Doğanşehir,2017,8,1.9,400.0
Malatya,Doğanşehir,2017,9,3.1,354.0
Malatya,Doğanşehir,2017,10,24.6,304.0
Malatya,Doğanşehir,2017,11,69.8,228.0
Malatya,Doğanşehir,2017,12,17.9,240.0
Malatya,Doğanşehir,2018,1,156.8,178.0
Malatya,Doğanşehir,2018,2,65.4,195.0
Malatya,Doğanşehir,2018,3,48.9,296.0
Malatya,Doğanşehir,2018,4,38.9,334.0
Malatya,Doğanşehir,2018,5,93.8,354.0
Malatya,Doğanşehir,2018,6,31.0,408.0
Malatya,Doğanşehir,2018,7,0.0,424.0
Malatya,Doğanşehir,2018,8,0.0,403.0
Malatya,Doğanşehir,2018,9,0.9,351.0
Malatya,Doğanşehir,2018,10,108.1,275.0
Malatya,Doğanşehir,2018,11,57.2,207.0
Malatya,Doğanşehir,2018,12,205.1,144.0
Malatya,Doğanşehir,2019,1,201.7,141.0
Malatya,Doğanşehir,2019,2,77.6,181.0
Malatya,Doğanşehir,2019,3,80.2,237.0
Malatya,Doğanşehir,2019,4,67.0,283.0
Malatya,Doğanşehir,2019,5,25.9,383.0
Malatya,Doğanşehir,2019,6,15.2,418.0
Malatya,Doğanşehir,2019,7,0.1,428.0
Malatya,Doğanşehir,2019,8,10.6,399.0
Malatya,Doğanşehir,2019,9,2.7,357.0
Malatya,Doğanşehir,2019,10,20.1,310.0
Malatya,Doğanşehir,2019,11,18.9,259.0
Malatya,Doğanşehir,2019,12,181.5,143.0
Malatya,Doğanşehir,2020,1,105.5,183.0
Malatya,Doğanşehir,2020,2,69.9,187.0
Malatya,Doğanşehir,2020,3,142.5,244.0
Malatya,Doğanşehir,2020,4,48.9,322.0
Malatya,Doğanşehir,2020,5,58.7,359.0
Malatya,Doğanşehir,2020,6,13.8,423.0
Malatya,Doğanşehir,2020,7,0.0,428.0
Malatya,Doğanşehir,2020,8,0.1,403.0
Malatya,Doğanşehir,2020,9,0.2,354.0
Malatya,Doğanşehir,2020,10,0.1,326.0
Malatya,Doğanşehir,2020,11,103.7,244.0
Malatya,Doğanşehir,2020,12,79.2,198.0
Malatya,Doğanşehir,2021,1,138.8,207.0
Malatya,Doğanşehir,2021,2,26.2,253.0
Malatya,Doğanşehir,2021,3,115.3,268.0
Malatya,Doğanşehir,2021,4,31.6,342.0
Malatya,Doğanşehir,2021,5,4.9,399.0
Malatya,Doğanşehir,2021,6,0.2,429.0
Malatya,Doğanşehir,2021,7,0.0,427.0
Malatya,Doğanşehir,2021,8,4.5,402.0
Malatya,Doğanşehir,2021,9,2.0,354.0
Malatya,Doğanşehir,2021,10,25.9,301.0
Malatya,Doğanşehir,2021,11,36.0,216.0
Malatya,Doğanşehir,2021,12,83.8,199.0
Malatya,Doğanşehir,2022,1,142.0,115.0
Malatya,Doğanşehir,2022,2,81.8,194.0
Malatya,Doğanşehir,2022,3,113.5,243.0
Malatya,Doğanşehir,2022,4,14.3,350.0
Malatya,Doğanşehir,2022,5,35.9,365.0
Malatya,Doğanşehir,2022,6,24.7,400.0
Malatya,Doğanşehir,2022,7,0.0,430.0
Malatya,Doğanşehir,2022,8,0.0,401.0
Malatya,Doğanşehir,2022,9,1.1,350.0
Malatya,Doğanşehir,2022,10,12.3,310.0
Malatya,Doğanşehir,2022,11,84.7,182.0
Malatya,Doğanşehir,2022,12,23.2,217.0
Malatya,Doğanşehir,2023,1,31.7,210.0
Malatya,Doğanşehir,2023,2,116.3,224.0
Malatya,Doğanşehir,2023,3,261.9,224.0
Malatya,Doğanşehir,2023,4,118.4,299.0
Malatya,Doğanşehir,2023,5,61.7,372.0
Malatya,Doğanşehir,2023,6,15.5,416.0
Malatya,Doğanşehir,2023,7,0.9,431.0
Malatya,Doğanşehir,2023,8,10.5,397.0
Malatya,Doğanşehir,2023,9,0.7,357.0
Malatya,Doğanşehir,2023,10,16.6,299.0
Malatya,Doğanşehir,2023,11,123.9,229.0
Malatya,Doğanşehir,2023,12,114.0,209.0
Malatya,Doğanşehir,2024,1,65.5,141.0
Malatya,Doğanşehir,2024,2,113.2,211.0
Malatya,Doğanşehir,2024,3,59.2,261.0
Malatya,Doğanşehir,2024,4,53.2,344.0
Malatya,Doğanşehir,2024,5,52.9,356.0
Malatya,Doğanşehir,2024,6,1.5,426.0
Malatya,Doğanşehir,2024,7,1.6,422.0
Malatya,Doğanşehir,2024,8,0.4,401.0
Malatya,Doğanşehir,2024,9,24.2,334.0
Malatya,Doğanşehir,2024,10,9.6,322.0
Malatya,Doğanşehir,2024,11,66.3,219.0
Malatya,Doğanşehir,2024,12,58.7,166.0
Malatya,Hekimhan,2015,1,100.1,219.0
Malatya,Hekimhan,2015,2,89.4,219.0
Malatya,Hekimhan,2015,3,103.2,281.0
Malatya,Hekimhan,2015,4,66.9,336.0
Malatya,Hekimhan,2015,5,84.1,387.0
Malatya,Hekimhan,2015,6,52.8,419.0
Malatya,Hekimhan,2015,7,0.5,436.0
Malatya,Hekimhan,2015,8,16.5,399.0
Malatya,Hekimhan,2015,9,5.0,356.0
Malatya,Hekimhan,2015,10,74.8,274.0
Malatya,Hekimhan,2015,11,16.7,255.0
Malatya,Hekimhan,2015,12,5.0,272.0
Malatya,Hekimhan,2016,1,122.1,170.0
Malatya,Hekimhan,2016,2,67.6,237.0
Malatya,Hekimhan,2016,3,69.9,306.0
Malatya,Hekimhan,2016,4,41.7,366.0
Malatya,Hekimhan,2016,5,80.5,388.0
Malatya,Hekimhan,2016,6,39.5,417.0
Malatya,Hekimhan,2016,7,9.7,432.0
Malatya,Hekimhan,2016,8,4.9,403.0
Malatya,Hekimhan,2016,9,31.3,346.0
Malatya,Hekimhan,2016,10,5.1,324.0
Malatya,Hekimhan,2016,11,29.4,264.0
Malatya,Hekimhan,2016,12,69.3,201.0
Malatya,Hekimhan,2017,1,52.7,234.0
Malatya,Hekimhan,2017,2,3.3,280.0
Malatya,Hekimhan,2017,3,86.0,305.0
Malatya,Hekimhan,2017,4,101.7,347.0
Malatya,Hekimhan,2017,5,143.9,360.0
Malatya,Hekimhan,2017,6,5.4,427.0
Malatya,Hekimhan,2017,7,0.4,433.0
Malatya,Hekimhan,2017,8,1.5,401.0
Malatya,Hekimhan,2017,9,3.6,353.0
Malatya,Hekimhan,2017,10,14.9,304.0
Malatya,Hekimhan,2017,11,44.1,229.0
Malatya,Hekimhan,2017,12,27.9,236.0
Malatya,Hekimhan,2018,1,93.8,175.0
Malatya,Hekimhan,2018,2,45.3,208.0
Malatya,Hekimhan,2018,3,59.5,285.0
Malatya,Hekimhan,2018,4,14.1,358.0
Malatya,Hekimhan,2018,5,95.7,353.0
Malatya,Hekimhan,2018,6,14.3,419.0
Malatya,Hekimhan,2018,7,0.2,432.0
Malatya,Hekimhan,2018,8,0.2,403.0
Malatya,Hekimhan,2018,9,1.0,352.0
Malatya,Hekimhan,2018,10,53.8,289.0
Malatya,Hekimhan,2018,11,28.5,211.0
Malatya,Hekimhan,2018,12,124.2,146.0
Malatya,Hekimhan,2019,1,80.9,147.0
Malatya,Hekimhan,2019,2,43.9,213.0
Malatya,Hekimhan,2019,3,51.8,233.0
Malatya,Hekimhan,2019,4,98.7,277.0
Malatya,Hekimhan,2019,5,52.7,388.0
Malatya,Hekimhan,2019,6,4.9,425.0
Malatya,Hekimhan,2019,7,1.0,431.0
Malatya,Hekimhan,2019,8,2.0,402.0
Malatya,Hekimhan,2019,9,2.6,354.0
Malatya,Hekimhan,2019,10,24.2,311.0
Malatya,Hekimhan,2019,11,15.8,266.0
Malatya,Hekimhan,2019,12,77.4,155.0
Malatya,Hekimhan,2020,1,63.6,180.0
Malatya,Hekimhan,2020,2,65.8,198.0
Malatya,Hekimhan,2020,3,102.0,259.0
Malatya,Hekimhan,2020,4,55.1,311.0
Malatya,Hekimhan,2020,5,69.9,361.0
Malatya,Hekimhan,2020,6,35.1,417.0
Malatya,Hekimhan,2020,7,0.1,432.0
Malatya,Hekimhan,2020,8,0.3,404.0
Malatya,Hekimhan,2020,9,0.6,354.0
Malatya,Hekimhan,2020,10,0.6,326.0
Malatya,Hekimhan,2020,11,56.4,254.0
Malatya,Hekimhan,2020,12,49.8,221.0
Malatya,Hekimhan,2021,1,76.6,203.0
Malatya,Hekimhan,2021,2,28.1,246.0
Malatya,Hekimhan,2021,3,95.7,282.0
Malatya,Hekimhan,2021,4,34.1,332.0
Malatya,Hekimhan,2021,5,10.5,401.0
Malatya,Hekimhan,2021,6,3.6,431.0
Malatya,Hekimhan,2021,7,0.6,430.0
Malatya,Hekimhan,2021,8,2.8,401.0
Malatya,Hekimhan,2021,9,2.9,355.0
Malatya,Hekimhan,2021,10,14.5,306.0
Malatya,Hekimhan,2021,11,32.5,215.0
Malatya,Hekimhan,2021,12,70.8,208.0
Malatya,Hekimhan,2022,1,70.6,133.0
Malatya,Hekimhan,2022,2,29.4,187.0
Malatya,Hekimhan,2022,3,87.9,279.0
Malatya,Hekimhan,2022,4,38.6,345.0
Malatya,Hekimhan,2022,5,61.7,355.0
Malatya,Hekimhan,2022,6,23.9,413.0
Malatya,Hekimhan,2022,7,0.0,436.0
Malatya,Hekimhan,2022,8,0.0,403.0
Malatya,Hekimhan,2022,9,6.0,349.0
Malatya,Hekimhan,2022,10,18.7,310.0
Malatya,Hekimhan,2022,11,52.6,206.0
Malatya,Hekimhan,2022,12,18.6,225.0
Malatya,Hekimhan,2023,1,16.8,229.0
Malatya,Hekimhan,2023,2,49.3,226.0
Malatya,Hekimhan,2023,3,155.4,209.0
Malatya,Hekimhan,2023,4,173.8,301.0
Malatya,Hekimhan,2023,5,64.0,372.0
Malatya,Hekimhan,2023,6,39.4,413.0
Malatya,Hekimhan,2023,7,3.3,436.0
Malatya,Hekimhan,2023,8,6.2,400.0
Malatya,Hekimhan,2023,9,0.1,358.0
Malatya,Hekimhan,2023,10,23.1,302.0
Malatya,Hekimhan,2023,11,65.2,232.0
Malatya,Hekimhan,2023,12,45.0,196.0
Malatya,Hekimhan,2024,1,72.9,160.0
Malatya,Hekimhan,2024,2,44.5,233.0
Malatya,Hekimhan,2024,3,51.7,270.0
Malatya,Hekimhan,2024,4,45.2,332.0
Malatya,Hekimhan,2024,5,106.0,361.0
Malatya,Hekimhan,2024,6,4.2,428.0
Malatya,Hekimhan,2024,7,6.1,427.0
Malatya,Hekimhan,2024,8,1.5,399.0
Malatya,Hekimhan,2024,9,29.2,339.0
Malatya,Hekimhan,2024,10,4.1,316.0
Malatya,Hekimhan,2024,11,64.8,221.0
Malatya,Hekimhan,2024,12,26.8,186.0
Malatya,Kale,2015,1,111.6,221.0
Malatya,Kale,2015,2,77.5,224.0
Malatya,Kale,2015,3,124.4,275.0
Malatya,Kale,2015,4,58.7,334.0
Malatya,Kale,2015,5,60.0,398.0
Malatya,Kale,2015,6,14.5,423.0
Malatya,Kale,2015,7,0.2,433.0
Malatya,Kale,2015,8,3.8,400.0
Malatya,Kale,2015,9,5.1,359.0
Malatya,Kale,2015,10,83.3,288.0
Malatya,Kale,2015,11,16.3,256.0
Malatya,Kale,2015,12,6.8,269.0
Malatya,Kale,2016,1,95.3,174.0
Malatya,Kale,2016,2,90.2,228.0
Malatya,Kale,2016,3,48.4,317.0
Malatya,Kale,2016,4,22.0,373.0
Malatya,Kale,2016,5,59.1,394.0
Malatya,Kale,2016,6,18.0,416.0
Malatya,Kale,2016,7,2.8,428.0
Malatya,Kale,2016,8,2.2,400.0
Malatya,Kale,2016,9,13.2,354.0
Malatya,Kale,2016,10,1.9,320.0
Malatya,Kale,2016,11,31.6,267.0
Malatya,Kale,2016,12,72.3,197.0
Malatya,Kale,2017,1,45.6,245.0
Malatya,Kale,2017,2,4.0,281.0
Malatya,Kale,2017,3,61.1,316.0
Malatya,Kale,2017,4,76.0,347.0
Malatya,Kale,2017,5,76.0,374.0
Malatya,Kale,2017,6,2.2,425.0
Malatya,Kale,2017,7,0.0,427.0
Malatya,Kale,2017,8,2.9,402.0
Malatya,Kale,2017,9,0.9,352.0
Malatya,Kale,2017,10,8.8,304.0
Malatya,Kale,2017,11,43.8,242.0
Malatya,Kale,2017,12,19.9,242.0
Malatya,Kale,2018,1,139.9,181.0
Malatya,Kale,2018,2,62.5,218.0
Malatya,Kale,2018,3,34.7,294.0
Malatya,Kale,2018,4,10.6,341.0
Malatya,Kale,2018,5,93.5,349.0
Malatya,Kale,2018,6,20.1,408.0
Malatya,Kale,2018,7,0.6,425.0
Malatya,Kale,2018,8,0.0,402.0
Malatya,Kale,2018,9,0.2,354.0
Malatya,Kale,2018,10,43.6,278.0
Malatya,Kale,2018,11,52.7,212.0
Malatya,Kale,2018,12,153.5,153.0
Malatya,Kale,2019,1,91.5,162.0
Malatya,Kale,2019,2,58.4,193.0
Malatya,Kale,2019,3,67.9,238.0
Malatya,Kale,2019,4,87.3,279.0
Malatya,Kale,2019,5,11.6,386.0
Malatya,Kale,2019,6,2.8,421.0
Malatya,Kale,2019,7,0.1,422.0
Malatya,Kale,2019,8,0.3,401.0
Malatya,Kale,2019,9,0.2,357.0
Malatya,Kale,2019,10,20.1,309.0
Malatya,Kale,2019,11,17.0,269.0
Malatya,Kale,2019,12,129.0,155.0
Malatya,Kale,2020,1,79.6,177.0
Malatya,Kale,2020,2,43.9,198.0
Malatya,Kale,2020,3,120.0,255.0
Malatya,Kale,2020,4,72.5,314.0
Malatya,Kale,2020,5,80.1,353.0
Malatya,Kale,2020,6,10.5,417.0
Malatya,Kale,2020,7,0.2,422.0
Malatya,Kale,2020,8,0.1,402.0
Malatya,Kale,2020,9,0.2,354.0
Malatya,Kale,2020,10,0.2,320.0
Malatya,Kale,2020,11,51.5,235.0
Malatya,Kale,2020,12,50.9,217.0
Malatya,Kale,2021,1,104.5,209.0
Malatya,Kale,2021,2,7.0,249.0
Malatya,Kale,2021,3,91.4,282.0
Malatya,Kale,2021,4,16.1,340.0
Malatya,Kale,2021,5,2.7,402.0
Malatya,Kale,2021,6,0.0,427.0
Malatya,Kale,2021,7,0.0,424.0
Malatya,Kale,2021,8,3.3,400.0
Malatya,Kale,2021,9,1.1,357.0
Malatya,Kale,2021,10,28.6,298.0
Malatya,Kale,2021,11,31.2,229.0
Malatya,Kale,2021,12,43.9,218.0
Malatya,Kale,2022,1,99.0,123.0
Malatya,Kale,2022,2,31.6,222.0
Malatya,Kale,2022,3,135.8,254.0
Malatya,Kale,2022,4,16.5,334.0
Malatya,Kale,2022,5,87.8,347.0
Malatya,Kale,2022,6,22.8,405.0
Malatya,Kale,2022,7,0.0,429.0
Malatya,Kale,2022,8,0.0,402.0
Malatya,Kale,2022,9,0.3,352.0
Malatya,Kale,2022,10,20.4,304.0
Malatya,Kale,2022,11,71.1,197.0
Malatya,Kale,2022,12,14.7,225.0
Malatya,Kale,2023,1,15.1,225.0
Malatya,Kale,2023,2,83.2,217.0
Malatya,Kale,2023,3,160.1,226.0
Malatya,Kale,2023,4,94.4,311.0
Malatya,Kale,2023,5,27.7,384.0
Malatya,Kale,2023,6,5.0,408.0
Malatya,Kale,2023,7,0.3,428.0
Malatya,Kale,2023,8,0.4,402.0
Malatya,Kale,2023,9,0.7,357.0
Malatya,Kale,2023,10,33.5,305.0
Malatya,Kale,2023,11,151.3,229.0
Malatya,Kale,2023,12,94.4,210.0
Malatya,Kale,2024,1,73.7,158.0
Malatya,Kale,2024,2,52.8,241.0
Malatya,Kale,2024,3,72.8,251.0
Malatya,Kale,2024,4,21.6,340.0
Malatya,Kale,2024,5,64.0,355.0
Malatya,Kale,2024,6,2.8,420.0
Malatya,Kale,2024,7,0.0,420.0
Malatya,Kale,2024,8,0.5,402.0
Malatya,Kale,2024,9,19.7,338.0
Malatya,Kale,2024,10,7.6,314.0
Malatya,Kale,2024,11,64.8,225.0
Malatya,Kale,2024,12,23.6,186.0
Malatya,Kuluncak,2015,1,80.6,222.0
Malatya,Kuluncak,2015,2,70.8,229.0
Malatya,Kuluncak,2015,3,97.4,290.0
Malatya,Kuluncak,2015,4,51.3,336.0
Malatya,Kuluncak,2015,5,59.0,391.0
Malatya,Kuluncak,2015,6,35.1,418.0
Malatya,Kuluncak,2015,7,0.5,434.0
Malatya,Kuluncak,2015,8,8.3,400.0
Malatya,Kuluncak,2015,9,4.0,354.0
Malatya,Kuluncak,2015,10,50.5,277.0
Malatya,Kuluncak,2015,11,11.8,258.0
Malatya,Kuluncak,2015,12,3.6,270.0
Malatya,Kuluncak,2016,1,95.4,177.0
Malatya,Kuluncak,2016,2,49.8,235.0
Malatya,Kuluncak,2016,3,52.5,309.0
Malatya,Kuluncak,2016,4,26.5,372.0
Malatya,Kuluncak,2016,5,57.6,386.0
Malatya,Kuluncak,2016,6,24.6,415.0
Malatya,Kuluncak,2016,7,9.5,430.0
Malatya,Kuluncak,2016,8,0.6,403.0
Malatya,Kuluncak,2016,9,23.1,347.0
Malatya,Kuluncak,2016,10,2.0,327.0
Malatya,Kuluncak,2016,11,28.3,266.0
Malatya,Kuluncak,2016,12,69.2,207.0
Malatya,Kuluncak,2017,1,48.3,248.0
Malatya,Kuluncak,2017,2,3.1,279.0
Malatya,Kuluncak,2017,3,69.9,309.0
Malatya,Kuluncak,2017,4,73.5,345.0
Malatya,Kuluncak,2017,5,91.6,363.0
Malatya,Kuluncak,2017,6,9.8,424.0
Malatya,Kuluncak,2017,7,0.0,432.0
Malatya,Kuluncak,2017,8,4.1,401.0
Malatya,Kuluncak,2017,9,0.3,352.0
Malatya,Kuluncak,2017,10,9.3,308.0
Malatya,Kuluncak,2017,11,39.4,239.0
Malatya,Kuluncak,2017,12,28.6,241.0
Malatya,Kuluncak,2018,1,93.4,182.0
Malatya,Kuluncak,2018,2,28.5,216.0
Malatya,Kuluncak,2018,3,63.3,290.0
Malatya,Kuluncak,2018,4,9.0,351.0
Malatya,Kuluncak,2018,5,111.2,352.0
Malatya,Kuluncak,2018,6,14.0,415.0
Malatya,Kuluncak,2018,7,0.3,431.0
Malatya,Kuluncak,2018,8,0.4,403.0
Malatya,Kuluncak,2018,9,1.9,350.0
Malatya,Kuluncak,2018,10,45.2,288.0
Malatya,Kuluncak,2018,11,29.8,216.0
Malatya,Kuluncak,2018,12,110.0,143.0
Malatya,Kuluncak,2019,1,65.0,161.0
Malatya,Kuluncak,2019,2,44.6,214.0
Malatya,Kuluncak,2019,3,60.5,237.0
Malatya,Kuluncak,2019,4,81.9,269.0
Malatya,Kuluncak,2019,5,37.4,385.0
Malatya,Kuluncak,2019,6,12.7,421.0
Malatya,Kuluncak,2019,7,3.8,430.0
Malatya,Kuluncak,2019,8,3.0,400.0
Malatya,Kuluncak,2019,9,5.7,355.0
Malatya,Kuluncak,2019,10,11.8,312.0
Malatya,Kuluncak,2019,11,11.1,270.0
Malatya,Kuluncak,2019,12,85.3,158.0
Malatya,Kuluncak,2020,1,62.0,183.0
Malatya,Kuluncak,2020,2,45.6,210.0
Malatya,Kuluncak,2020,3,104.6,255.0
Malatya,Kuluncak,2020,4,37.6,305.0
Malatya,Kuluncak,2020,5,47.4,359.0
Malatya,Kuluncak,2020,6,21.8,422.0
Malatya,Kuluncak,2020,7,0.4,432.0
Malatya,Kuluncak,2020,8,0.0,404.0
Malatya,Kuluncak,2020,9,1.6,354.0
Malatya,Kuluncak,2020,10,2.0,327.0
